index,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,tarr,VoT,WtS,delay_value,delta,true_u,u,ride_id,ttrav_sh,u_sh,kind,position
116,id2954865,2016-01-03 16:22:04,2016-01-03 16:27:17,313,42454742,4443775465,0,1588,1324,264,id2954865,2016-01-03 16:48:32,0.00444,1.14756,1,199.80428321241874,3.5541600000000004,3.5541600000000004,688,264,3.4659917976,20,1
117,id2928292,2016-01-03 16:22:10,2016-01-03 16:28:25,375,42432700,42450434,0,1262,1330,210,id2928292,2016-01-03 16:43:12,0.00444,1.14756,1,158.7612636164346,2.8254,2.8254,678,225,2.1642447696000002,20,0
118,id0798169,2016-01-03 16:22:42,2016-01-03 16:29:07,385,42437021,42433578,0,1820,1362,303,id0798169,2016-01-03 16:53:02,0.00444,1.14756,1,228.93944755170315,4.07532,4.07532,1273,303,3.8667267024000003,21,1
119,id1528281,2016-01-03 16:23:11,2016-01-03 16:29:13,362,42430358,42430384,0,560,1391,93,id1528281,2016-01-03 16:32:31,0.00444,1.14756,1,70.47258060109677,1.25292,1.25292,119,93,1.25292,1,0
120,id0894913,2016-01-03 16:23:18,2016-01-03 16:26:28,190,42427477,42429661,0,1021,1398,170,id0894913,2016-01-03 16:40:19,0.00444,1.14756,1,128.42990015007166,2.2863,2.2863,120,170,2.2863,1,0
121,id1841745,2016-01-03 16:23:35,2016-01-03 16:25:05,90,42430247,42427371,0,716,1415,119,id1841745,2016-01-03 16:35:31,0.00444,1.14756,1,90.0922879378385,1.60236,1.60236,121,119,1.60236,1,0
122,id3193364,2016-01-03 16:23:54,2016-01-03 16:26:30,156,42443528,42445649,0,724,1434,120,id3193364,2016-01-03 16:35:58,0.00444,1.14756,1,91.14128873200295,1.6188000000000002,1.6188000000000002,122,120,1.6188000000000002,1,0
123,id0570578,2016-01-03 16:24:06,2016-01-03 16:27:29,203,42432598,42421985,0,1238,1446,206,id0570578,2016-01-03 16:44:44,0.00444,1.14756,1,155.74284710308973,2.77164,2.77164,678,206,2.125864104,20,1
124,id0267351,2016-01-03 16:24:13,2016-01-03 16:45:16,1263,42434954,42453417,0,5114,1453,852,id0267351,2016-01-03 17:49:27,0.00444,1.14756,1,643.2171140082884,11.453880000000002,11.453880000000002,1273,889,9.3994217088,21,0
125,id1895445,2016-01-03 16:24:16,2016-01-03 16:27:43,207,42442247,42446528,0,1325,1456,220,id1895445,2016-01-03 16:46:21,0.00444,1.14756,1,166.74889989853915,2.9643,2.9643,125,220,2.9643,1,0
126,id2154967,2016-01-03 16:24:18,2016-01-03 16:27:16,178,42445511,42430164,0,856,1458,142,id2154967,2016-01-03 16:38:34,0.00444,1.14756,1,107.74257955539981,1.9144800000000002,1.9144800000000002,126,142,1.9144800000000002,1,0
127,id0884888,2016-01-03 16:24:19,2016-01-03 16:35:29,670,42443280,5542680310,0,3075,1459,512,id0884888,2016-01-03 17:15:34,0.00444,1.14756,1,386.7989087068874,6.8857800000000005,6.8857800000000005,682,527,5.0907584376,20,0
128,id1637443,2016-01-03 16:24:37,2016-01-03 16:31:24,407,1061531695,42443313,0,1245,1477,207,id1637443,2016-01-03 16:45:22,0.00444,1.14756,1,156.64464956434006,2.78658,2.78658,128,207,2.78658,1,0
129,id3309484,2016-01-03 16:24:50,2016-01-03 16:30:00,310,5812723035,588593611,0,1489,1490,248,id3309484,2016-01-03 16:49:39,0.00444,1.14756,1,187.28902216029684,3.33462,3.33462,685,262,2.5663248408,20,0
130,id3324777,2016-01-03 16:25:09,2016-01-03 16:31:14,365,1061531707,42435323,0,2709,1509,451,id3324777,2016-01-03 17:10:18,0.00444,1.14756,1,340.768056878378,6.06594,6.06594,1918,595,5.8200062184,30,2
131,id2697905,2016-01-03 16:25:16,2016-01-03 16:29:35,259,42430265,42430311,0,1203,1516,200,id2697905,2016-01-03 16:45:19,0.00444,1.14756,1,151.3624206659865,2.6925,2.6925,131,200,2.6925,1,0
132,id0918420,2016-01-03 16:25:21,2016-01-03 16:31:56,395,42436384,42435624,0,1705,1521,284,id0918420,2016-01-03 16:53:46,0.00444,1.14756,1,214.45477078040085,3.81846,3.81846,688,312,3.7218822888000003,20,0
133,id0710395,2016-01-03 16:26:15,2016-01-03 16:35:31,556,42429976,42429340,0,2406,1575,401,id0710395,2016-01-03 17:06:21,0.00444,1.14756,1,302.5962554628245,5.3894400000000005,5.3894400000000005,133,401,5.3894400000000005,1,0
134,id1386438,2016-01-03 16:26:23,2016-01-03 16:32:29,366,42428253,62915549,0,2132,1583,355,id1386438,2016-01-03 17:01:55,0.00444,1.14756,1,268.1788622251866,4.7742,4.7742,134,355,4.7742,1,0
135,id3242626,2016-01-03 16:26:24,2016-01-03 16:31:09,285,42439533,42445534,0,959,1584,159,id3242626,2016-01-03 16:42:23,0.00444,1.14756,1,120.71804807002968,2.14446,2.14446,135,159,2.14446,1,0
136,id2184821,2016-01-03 16:26:30,2016-01-03 16:35:57,567,42440325,42434946,0,1666,1590,277,id2184821,2016-01-03 16:54:16,0.00444,1.14756,1,209.6141368807896,3.72888,3.72888,693,318,2.9767614096,20,0
137,id1176214,2016-01-03 16:26:35,2016-01-03 16:34:42,487,5812723033,42434410,0,1827,1595,304,id1176214,2016-01-03 16:57:02,0.00444,1.14756,1,229.84125001295342,4.09026,4.09026,685,447,3.8388581208,20,1
138,id2940827,2016-01-03 16:26:41,2016-01-03 16:30:54,253,42430367,42435253,0,1313,1601,218,id2940827,2016-01-03 16:48:34,0.00444,1.14756,1,165.23969164186673,2.9374200000000004,2.9374200000000004,138,218,2.9374200000000004,1,0
139,id2222874,2016-01-03 16:26:42,2016-01-03 16:32:44,362,42436586,9140654137,0,1742,1602,290,id2222874,2016-01-03 16:55:44,0.00444,1.14756,1,219.1295938833323,3.9006,3.9006,693,423,3.6451813776,20,1
140,id1964921,2016-01-03 16:27:27,2016-01-03 16:36:11,524,42428045,42444456,0,3797,1647,632,id1964921,2016-01-03 17:30:44,0.00444,1.14756,1,477.6458007730621,8.50158,8.50158,140,632,8.50158,1,0
141,id0340110,2016-01-03 16:28:18,2016-01-03 16:38:04,586,42439440,5131026388,0,1580,1698,263,id0340110,2016-01-03 16:54:38,0.00444,1.14756,1,198.7552824182543,3.53772,3.53772,141,263,3.53772,1,0
142,id1761993,2016-01-03 16:28:22,2016-01-03 16:34:20,358,42427797,4597668038,0,1420,1702,236,id1761993,2016-01-03 16:52:02,0.00444,1.14756,1,178.67536761900453,3.1778399999999998,3.1778399999999998,142,236,3.1778399999999998,1,0
143,id1231494,2016-01-03 16:28:35,2016-01-03 16:37:53,558,42451987,42446945,0,3552,1715,592,id1231494,2016-01-03 17:27:47,0.00444,1.14756,1,446.7256439750427,7.956480000000001,7.956480000000001,143,592,7.956480000000001,1,0
144,id0215345,2016-01-03 16:28:43,2016-01-03 16:30:40,117,42448238,42447166,0,1212,1723,202,id0215345,2016-01-03 16:48:55,0.00444,1.14756,1,152.43003392391662,2.71488,2.71488,144,202,2.71488,1,0
145,id2672910,2016-01-03 16:28:53,2016-01-03 16:40:12,679,42446466,42446701,0,4008,1733,668,id2672910,2016-01-03 17:35:41,0.00444,1.14756,1,504.0755577285954,8.97792,8.97792,682,745,6.977682208799999,20,1
146,id0231369,2016-01-03 16:29:03,2016-01-03 16:41:52,769,42435317,42428305,0,3854,1743,642,id0231369,2016-01-03 17:33:17,0.00444,1.14756,1,484.7502470576819,8.63148,8.63148,146,642,8.63148,1,0
147,id3566645,2016-01-03 16:29:28,2016-01-03 16:45:15,947,42440408,42436135,0,3236,1768,539,id3566645,2016-01-03 17:23:24,0.00444,1.14756,1,407.0260218390513,7.247160000000001,7.247160000000001,147,539,7.247160000000001,1,0
148,id0391166,2016-01-03 16:29:31,2016-01-03 16:34:48,317,42444928,42454378,0,1605,1771,267,id0391166,2016-01-03 16:56:16,0.00444,1.14756,1,201.92089726451331,3.5929800000000003,3.5929800000000003,148,267,3.5929800000000003,1,0
149,id2629667,2016-01-03 16:29:45,2016-01-03 16:35:30,345,42439836,42436134,0,1637,1785,272,id2629667,2016-01-03 16:57:02,0.00444,1.14756,1,205.9883145720226,3.6631799999999997,3.6631799999999997,149,272,3.6631799999999997,1,0
