,id,pickup_datetime,dropoff_datetime,trip_duration,origin,destination,status,dist,treq,ttrav,pax_id,VoT,delta,u,u_PT,ride_id,ttrav_sh,u_sh,kind,position
146,id3298816,2016-01-01 00:23:08,2016-01-01 00:41:08,1080,42439275,42453902,0,4548,1371,758,id3298816,0.0046,290.2354242725965,10.3088,999999,1205,975,10.196702951999999,30,2
147,id1035939,2016-01-01 00:23:10,2016-01-01 00:41:48,1118,42445247,561042192,0,3483,1373,580,id1035939,0.0046,222.33561719610756,7.8925,999999,1000,648,7.336456871999999,21,0
148,id2860315,2016-01-01 00:23:32,2016-01-01 00:37:17,825,42421889,42435645,0,2399,1395,399,id2860315,0.0046,153.20187407080735,5.4338999999999995,999999,337,399,5.160977387999999,20,1
149,id1687219,2016-01-01 00:23:33,2016-01-01 00:41:23,1070,42422016,42432992,0,5932,1396,988,id1687219,0.0046,378.64257017157007,13.442799999999998,999999,1634,988,11.581278863999998,41,3
150,id0669126,2016-01-01 00:23:34,2016-01-01 00:30:54,440,42444827,42432194,0,1716,1397,286,id0669126,0.0046,109.50835269388207,3.8895999999999997,999999,150,286,3.8895999999999997,1,0
151,id0269886,2016-01-01 00:23:48,2016-01-01 00:34:49,661,42436913,42423674,0,2432,1411,405,id0269886,0.0046,155.24351099573084,5.511,999999,151,405,5.511,1,0
152,id0436828,2016-01-01 00:23:51,2016-01-01 00:29:37,346,1692433935,42432174,0,1380,1414,230,id0436828,0.0046,88.06615776081425,3.128,999999,152,230,3.128,1,0
153,id2859381,2016-01-01 00:23:51,2016-01-01 01:12:11,2900,42455693,42428524,0,8530,1414,1421,id2859381,0.0046,544.4366845647552,19.3316,999999,1033,1719,18.833089895999997,32,1
154,id1371034,2016-01-01 00:24:01,2016-01-01 00:44:00,1199,42445033,42432706,0,989,1424,164,id1371034,0.0046,63.221234619540596,2.2379,999999,327,164,2.231453376,20,1
155,id2878311,2016-01-01 00:24:07,2016-01-01 00:41:50,1063,42435642,42448390,0,3665,1430,610,id2878311,0.0046,233.99300140790214,8.3035,999999,940,731,8.047516307999999,21,0
156,id0029066,2016-01-01 00:24:22,2016-01-01 00:31:08,406,42442463,42450015,0,2307,1445,384,id0029066,0.0046,147.28793493037023,5.2269000000000005,999999,399,481,5.133001475999999,20,0
157,id1908323,2016-01-01 00:24:23,2016-01-01 00:30:43,380,42449961,42428022,0,2917,1446,486,id1908323,0.0046,186.17286734652126,6.6110999999999995,999999,210,487,6.385839492,20,1
158,id1572472,2016-01-01 00:24:40,2016-01-01 00:33:12,512,42442422,42436700,0,2300,1463,383,id1572472,0.0046,146.8197915577399,5.2118,999999,158,383,5.2118,1,0
159,id0058213,2016-01-01 00:24:47,2016-01-01 00:46:31,1304,42434357,42437425,0,4359,1470,726,id0058213,0.0046,278.23848255732014,9.8781,999999,1703,804,8.889709992,42,3
160,id3911085,2016-01-01 00:24:54,2016-01-01 00:47:55,1381,5706568771,42440743,0,4524,1477,754,id3911085,0.0046,288.7038389202345,10.2544,999999,404,772,9.234520212,20,1
161,id1819493,2016-01-01 00:24:57,2016-01-01 00:34:41,584,42449333,42445466,0,2956,1480,492,id1819493,0.0046,188.7259864786837,6.6972000000000005,999999,450,492,5.803893923999999,20,1
162,id2038821,2016-01-01 00:24:59,2016-01-01 00:33:31,512,42442469,42429741,0,3710,1482,618,id2038821,0.0046,236.80043100900662,8.4078,999999,392,632,8.3164749,20,0
163,id1311800,2016-01-01 00:25:16,2016-01-01 00:30:58,342,42446528,42453601,0,1360,1499,226,id1311800,0.0046,86.87556054661155,3.0796,999999,163,226,3.0796,1,0
164,id2120210,2016-01-01 00:25:26,2016-01-01 00:31:13,347,42448203,42445972,0,1624,1509,270,id2120210,0.0046,103.72299942259343,3.678,999999,164,270,3.678,1,0
165,id2145244,2016-01-01 00:25:36,2016-01-01 00:41:20,944,42437914,42432282,0,3892,1519,648,id2145244,0.0046,248.4578152208012,8.8188,999999,1124,710,8.605232256,30,1
166,id3059895,2016-01-01 00:25:41,2016-01-01 00:28:23,162,42454994,42440737,0,480,1524,80,id3059895,0.0046,30.63170704723974,1.088,999999,166,80,1.088,1,0
167,id2744448,2016-01-01 00:25:42,2016-01-01 00:40:55,913,42437368,373880031,0,5605,1525,934,id2744448,0.0046,357.71042681106377,12.7039,999999,1033,933,12.119484455999999,32,2
168,id3709669,2016-01-01 00:25:45,2016-01-01 00:35:21,576,42446488,42438544,0,956,1528,159,id3709669,0.0046,61.051011825468635,2.1654,999999,168,159,2.1654,1,0
169,id2442123,2016-01-01 00:25:54,2016-01-01 00:42:27,993,42430390,4597668031,0,3091,1537,515,id2442123,0.0046,197.27686115114565,7.0055,999999,404,556,6.510472955999999,20,0
170,id3004693,2016-01-01 00:25:54,2016-01-01 00:36:44,650,42449918,42432127,0,3454,1537,575,id3004693,0.0046,220.50638254019498,7.8260000000000005,999999,309,655,7.203070739999999,20,1
171,id0892075,2016-01-01 00:26:01,2016-01-01 00:35:05,544,42427381,42436944,0,2653,1544,442,id0892075,0.0046,169.3254284705394,6.0127,999999,1127,508,5.9449974359999995,30,1
172,id0645975,2016-01-01 00:26:09,2016-01-01 00:31:08,299,42449918,42431461,0,1384,1552,230,id0645975,0.0046,88.40714589897355,3.1340000000000003,999999,309,245,2.78609094,20,0
173,id3733268,2016-01-01 00:26:10,2016-01-01 00:33:31,441,42431007,42428737,0,2407,1553,401,id3733268,0.0046,153.62667860882902,5.4551,999999,230,400,5.053244315999999,20,1
174,id0822503,2016-01-01 00:26:12,2016-01-01 00:46:00,1188,42430782,42431015,0,6636,1555,1106,id0822503,0.0046,423.4833499280894,15.0416,999999,1744,1250,13.692960624,100,4
175,id2065990,2016-01-01 00:26:18,2016-01-01 00:29:13,175,42434271,9143542440,0,841,1561,140,id2065990,0.0046,53.69073436720937,1.9055,999999,175,140,1.9055,1,0
176,id1198127,2016-01-01 00:26:45,2016-01-01 00:34:18,453,42437654,42446933,0,1286,1588,214,id1198127,0.0046,82.11031042044596,2.9134,999999,940,214,2.7412574759999995,21,1
177,id3535772,2016-01-01 00:26:47,2016-01-01 00:31:01,254,42445232,42439406,0,1438,1590,239,id3535772,0.0046,91.85321294178803,3.2564,999999,177,239,3.2564,1,0
178,id2669182,2016-01-01 00:26:52,2016-01-01 00:57:04,1812,42436439,3579432161,0,8914,1595,1485,id2669182,0.0046,568.942050202547,20.201999999999998,999999,1744,1645,18.977629871999998,100,5
179,id3058472,2016-01-01 00:27:06,2016-01-01 00:37:26,620,42430688,4461990857,0,2133,1609,355,id3058472,0.0046,136.18394112574583,4.8325,999999,179,355,4.8325,1,0
180,id2957741,2016-01-01 00:27:08,2016-01-01 00:36:38,570,42448558,42446266,0,2618,1611,436,id2957741,0.0046,167.11329747653625,5.9326,999999,506,463,5.639029859999999,20,0
181,id3389723,2016-01-01 00:27:09,2016-01-01 00:39:23,734,42428454,8122411159,0,3229,1612,538,id3389723,0.0046,206.08347692722708,7.3183,999999,981,538,6.4178280359999995,21,1
182,id0751405,2016-01-01 00:27:25,2016-01-01 00:45:20,1075,42428480,42454433,0,4359,1628,726,id0751405,0.0046,278.23848255732014,9.8781,999999,506,749,9.055991436,20,1
183,id0848428,2016-01-01 00:27:49,2016-01-01 00:39:27,698,42428024,42432444,0,4042,1652,673,id0848428,0.0046,258.0302236730637,9.1588,999999,576,673,7.823110128,21,1
184,id1022518,2016-01-01 00:27:57,2016-01-01 00:39:01,664,42435323,42443042,0,2566,1660,427,id1022518,0.0046,163.83772450280142,5.8132,999999,184,427,5.8132,1,0
185,id1320895,2016-01-01 00:28:07,2016-01-02 00:25:45,86258,42428640,42428258,0,3511,1670,585,id1320895,0.0046,224.0796048174804,7.9575,999999,185,585,7.9575,1,0
186,id1827515,2016-01-01 00:28:08,2016-01-01 00:32:50,282,42439823,42439099,0,1213,1671,202,id1827515,0.0046,77.43030732882016,2.7487,999999,186,202,2.7487,1,0
187,id1944268,2016-01-01 00:28:09,2016-01-01 00:52:18,1449,42435491,6207264908,0,7003,1672,1167,id1944268,0.0046,446.9252735861496,15.8727,999999,1744,1343,15.361053191999996,100,3
188,id0323307,2016-01-01 00:28:15,2016-01-01 00:41:28,793,42431005,5542680310,0,2828,1678,471,id0323307,0.0046,180.51466930970363,6.4086,999999,188,471,6.4086,1,0
189,id0005267,2016-01-01 00:28:26,2016-01-01 00:33:07,281,42446455,42439403,0,1193,1689,198,id0005267,0.0046,76.23971011461748,2.7003,999999,399,198,2.548589508,20,1
190,id3554862,2016-01-01 00:28:41,2016-01-01 00:39:27,646,42428570,42428737,0,4129,1704,688,id3554862,0.0046,263.5179276408016,9.3583,999999,1212,688,9.044118192,32,2
191,id3699150,2016-01-01 00:28:46,2016-01-01 00:42:08,802,42444909,42453902,0,4698,1709,783,id3699150,0.0046,299.80783272485905,10.6488,999999,1124,877,10.037476391999999,30,2
192,id0719864,2016-01-01 00:28:49,2016-01-01 00:33:49,300,42432799,42429707,0,1252,1712,208,id0719864,0.0046,79.98342646098264,2.8348,999999,192,208,2.8348,1,0
193,id2145457,2016-01-01 00:28:59,2016-01-01 00:31:02,123,42439403,42443048,0,1028,1722,171,id2145457,0.0046,65.6457678825546,2.3286,999999,193,171,2.3286,1,0
194,id1753158,2016-01-01 00:29:18,2016-01-01 00:31:13,115,42448811,42446949,0,791,1741,131,id1753158,0.0046,50.58565546255421,1.7891000000000001,999999,1000,131,1.7015480399999996,21,1
195,id3565033,2016-01-01 00:29:21,2016-01-01 00:47:41,1100,42429412,42445378,0,3571,1744,595,id3565033,0.0046,227.90856819838538,8.093499999999999,999999,448,594,7.5291536159999986,20,1
196,id0421191,2016-01-01 00:29:35,2016-01-01 00:33:10,215,42444909,4557517555,0,532,1758,88,id0421191,0.0046,34.03586589012301,1.2028,999999,196,88,1.2028,1,0
197,id1045689,2016-01-01 00:29:45,2016-01-01 00:39:04,559,42428489,1919595922,0,2146,1768,357,id1045689,0.0046,137.03498083646664,4.8612,999999,1127,420,4.546928171999999,30,2
